question_id,question,answer,evidence_char_pos,evidence_word_pos,type
637,Which team won the Super Bowl?,New York Giants.,259373,42151,newsqa_extractive
638,What ordered Peruvian Officials?,turn over to Chilean authorities all evidence into allegations that a,261747,42565,newsqa_extractive
639,Who spied on their neighbors,"Peruvian air force officer was spying for the neighboring country,",261817,42576,newsqa_extractive
640,What reason did the neighbour give for spying?,was the result of fear and an inferiority complex by the Chileans.,262171,42628,newsqa_extractive
641,What number of children died in a Mexican day care fire?,41.,264465,43000,newsqa_extractive
642,Where were 41 children killed?,"Hermosillo,",264669,43031,newsqa_extractive
643,Where was the day care centre located,"Hermosillo,",264669,43031,newsqa_extractive
644,Who described the panic parents felt as they tried to rescue their children?,Neighbors,264926,43072,newsqa_extractive
645,What was the problem with one of the doors?,of which,265133,43107,newsqa_extractive
646,What was the reason children could not escape?,"to reach,",265205,43120,newsqa_extractive
647,Where are the victims in hospital,Chavez,265988,43262,newsqa_extractive
648,What did the officials say caused some of the deaths?,"died from smoke inhalation and not burns,",267094,43431,newsqa_extractive
649,Where did residents move to during the high tide?,dry ground.,268889,43724,newsqa_extractive
650,What does the prime minister say,"""Many are exhausted and some problems cannot be controlled and were not caused by (the center),""",269541,43832,newsqa_extractive
651,What was declared,public holidays,269708,43856,newsqa_extractive
652,How many people has flooding killed?,373,272376,44272,newsqa_extractive
653,How many people have died because of flooding?,373,272376,44272,newsqa_extractive
654,"What did the county GOP chairman say about the ""no confidence"" election?","""Managerially, software-wise, procedure-wise, training-wise, there is no confidence that these people will be ready in less than 50 days for the election we are all going to have,""",273062,44385,newsqa_extractive
655,What did the County GOP chairman say about the election?,"""Managerially, software-wise, procedure-wise, training-wise, there is no confidence that these people will be ready in less than 50 days for the",273062,44385,newsqa_extractive
656,Which county changed systems twice in eight years?,Palm Beach,273268,44417,newsqa_extractive
657,What did the Indiana official say make elections run smoothly?,optical reading device.,273835,44508,newsqa_extractive
658,What led to changes in election procedures?,The 2000 recount drama,274216,44570,newsqa_extractive
659,where it will be open?,"Carrousel du Louvre,",276619,44985,newsqa_extractive
660,What criticisms are people making about the restaurant?,"could result in ""fragrances of fries drifting under Mona Lisa's nose"".",277206,45079,newsqa_extractive
661,Is it the only fast food place in the mall?,already many other restaurants in the,278172,45238,newsqa_extractive
662,Whose show will he be on?,"""The Tonight Show.""",279529,45461,newsqa_extractive
663,Where will he appear?,"""The Tonight Show.""",279529,45461,newsqa_extractive
664,What changes did Obama announce?,new efforts to help homeowners with refinancing.,279689,45486,newsqa_extractive
665,What did Obama announce?,new efforts to help homeowners with refinancing.,279689,45486,newsqa_extractive
666,Obama announces changes in what program?,Home Affordable Refinance,279760,45495,newsqa_extractive
667,Where will he also visit?,"Colorado, Nevada, New Mexico and Arizona,",282584,45954,newsqa_extractive
668,Who is the pro-democracy leader?,Aung San Suu Kyi's,283498,46105,newsqa_extractive
669,Where did Yettaw travel to?,Suu Kyi's home,283793,46159,newsqa_extractive
670,How long did he stay in her house?,two days,283830,46167,newsqa_extractive
671,What violated her house arrest terms?,His presence,283915,46182,newsqa_extractive
672,what was the reason behind John Yettaw's trip to Yangon?,"save Suu Kyi from assassination,",284105,46219,newsqa_extractive
673,What did he say?,"""grateful that she's alive, grateful that the entire world is watching",284393,46268,newsqa_extractive
674,what did he said about?,"""grateful that she's alive, grateful that the entire world is watching",284393,46268,newsqa_extractive
675,Arrests made after ATF agents set up a sting operation,Four active-duty U.S. soldiers,287090,46769,newsqa_extractive
676,what The Army Rangers are?,elite,287138,46777,newsqa_extractive
677,who are are an elite light infantry fighting force?,Army Rangers,287144,46778,newsqa_extractive
678,what did they do,planning to rob drug traffickers.,287196,46787,newsqa_extractive
679,"who said  ATF ""became aware"" some soldiers wanted to rob dealers of their cocaine?",Agent Brett Turner,288843,47054,newsqa_extractive
680,when did it start,1970s.,289966,47240,newsqa_extractive
681,What actress is mentioned?,Lynn Redgrave,290164,47272,newsqa_extractive
682,How long has she fought breast cancer?,seven-year,290198,47278,newsqa_extractive
683,who had fought against the actress?,"breast cancer,",290221,47281,newsqa_extractive
684,What disease did the actress fight for seven years?,"breast cancer,",290221,47281,newsqa_extractive
685,What was the actress nominated for in 1966 and 1998?,an Academy Award:,290465,47320,newsqa_extractive
686,When was she nominated for an Academy award?,1966,290503,47327,newsqa_extractive
687,what is his job?,a legal analyst,293766,47863,newsqa_extractive
688,who represented himself?,Anthony Pellicano,293836,47873,newsqa_extractive
689,Who usually doesn't  do well with juries?,Anthony Pellicano,293836,47873,newsqa_extractive
690,Who chose to represent himself at his trial?,Anthony Pellicano,293836,47873,newsqa_extractive
691,Anthony Pellicano chose to represent himself at what?,his federal trial.,293877,47878,newsqa_extractive
692,Pellicano is accused of what?,leading a criminal enterprise,294861,48036,newsqa_extractive
693,what is he accused of?,"spying, allegedly using wiretaps and law enforcement databases,",294939,48049,newsqa_extractive
694,What is happening in Washington DC?,"Some ""Occupy"" demonstrators",297435,48457,newsqa_extractive
695,Who migrated south?,"Some ""Occupy"" demonstrators who've clashed with police in New York City",297435,48457,newsqa_extractive
696,What was the name of the demonstrators?,"""Occupy""",297440,48458,newsqa_extractive
697,Who questions the protest?,"U.S. congressman, Rep. Darrell Issa,",299026,48731,newsqa_extractive
698,What type of sucess has he enjoyed,"Korea, adored in Australia, revered in Russia and admired in England?",301128,49072,newsqa_extractive
699,Who does he currently coach,Russia and Chelsea,301219,49086,newsqa_extractive
700,When was Hiddink born?,"1946,",301586,49145,newsqa_extractive
701,In what year was he born?,"1946,",301586,49145,newsqa_extractive
702,In which year was Hiddink born,"1946,",301586,49145,newsqa_extractive
703,Who showed Rice the montage?,Moammar Gadhafi's,304685,49667,newsqa_extractive
704,what was the melody of Mount Video,"""African Flower in the White House.""",305001,49728,newsqa_extractive
705,What tune was used in the montage?,"""African Flower in the White House.""",305001,49728,newsqa_extractive
706,Where did Rice visit?,"Libya,",305489,49806,newsqa_extractive
707,What country wants to press human trafficking charges?,El Salvador,306858,50039,newsqa_extractive
708,Who faces allegations of human trafficking?,Jorge Torres Puello,307127,50083,newsqa_extractive
709,Who is acting as legal adviser?,Jorge Torres Puello,307127,50083,newsqa_extractive
710,Who is acting as legal advisor to Americans?,Jorge Torres Puello,307127,50083,newsqa_extractive
711,Who is wanted by Salvadoran authorities?,Jorge Torres Puello,307382,50127,newsqa_extractive
712,Who was charged ?,"Ana Josefa Ramirez Orellana,",308420,50294,newsqa_extractive
